date,Kp,Ap,F10.7
1989-05-21,160,8,211.9
1989-05-22,200,12,203.9
1989-05-23,320,47,212.2
1989-05-24,450,68,210.0
1989-05-25,300,24,194.6
1989-05-26,247,17,188.0
1989-05-27,243,16,176.6
1989-05-28,220,14,173.5
1989-05-29,230,14,173.6
1989-05-30,177,9,183.0
1989-05-31,217,13,194.2
1989-06-01,200,11,191.6
1989-06-02,263,19,208.2
1989-06-03,223,14,203.3
1989-06-04,180,14,221.3
1989-06-05,140,7,213.2
1989-06-06,167,11,212.2
1989-06-07,313,34,205.3
1989-06-08,237,23,222.9
1989-06-09,313,34,241.9
1989-06-10,467,78,250.9
1989-06-11,283,22,270.3
1989-06-12,203,12,285.8
1989-06-13,227,16,319.2
1989-06-14,397,50,327.2
1989-06-15,353,37,334.7
1989-06-16,147,9,320.9
1989-06-17,97,5,303.7
1989-06-18,100,5,271.5
1989-06-19,163,8,270.6
1989-06-20,307,28,249.3
1989-06-21,93,4,242.8
1989-06-22,100,5,233.1
1989-06-23,113,5,238.7
1989-06-24,163,10,227.6
1989-06-25,153,7,221.6
1989-06-26,157,8,233.0
1989-06-27,117,6,227.5
1989-06-28,140,7,227.4
1989-06-29,223,13,223.0
1989-06-30,170,10,217.4
1989-07-01,233,26,204.0
1989-07-02,90,5,193.4
1989-07-03,47,3,192.5
1989-07-04,47,3,189.8
1989-07-05,207,15,183.4
1989-07-06,197,11,192.3
1989-07-07,163,8,193.5
1989-07-08,67,4,188.9
1989-07-09,117,6,188.1
1989-07-10,200,11,184.1
1989-07-11,80,4,193.2
1989-07-12,63,3,190.7
1989-07-13,137,7,184.0
1989-07-14,90,4,183.9
1989-07-15,130,6,185.7
1989-07-16,30,2,183.9
1989-07-17,220,13,184.1
1989-07-18,207,13,189.2
1989-07-19,77,4,193.7
1989-07-20,93,4,192.4
1989-07-21,107,5,195.0
1989-07-22,137,7,200.9
1989-07-23,193,11,196.5
1989-07-24,173,8,191.1
1989-07-25,137,6,180.4
1989-07-26,220,13,169.8
1989-07-27,167,8,172.8
1989-07-28,173,9,170.7
1989-07-29,190,10,180.9
1989-07-30,150,7,185.1
1989-07-31,93,4,188.2
1989-08-01,117,6,198.5
1989-08-02,117,6,201.7
1989-08-03,110,5,220.2
1989-08-04,160,8,225.7
1989-08-05,40,2,241.5
1989-08-06,143,8,240.3
1989-08-07,183,9,240.6
1989-08-08,150,7,233.6
1989-08-09,157,10,233.9
1989-08-10,367,41,232.6
1989-08-11,290,25,243.6
1989-08-12,157,8,256.1
1989-08-13,180,9,263.9
1989-08-14,390,55,271.3
1989-08-15,457,77,281.7
1989-08-16,290,26,259.8
1989-08-17,327,34,262.9
1989-08-18,317,29,265.0
1989-08-19,187,14,249.1
1989-08-20,273,26,236.4
1989-08-21,230,21,225.7
1989-08-22,190,12,205.4
1989-08-23,307,28,191.3
1989-08-24,113,6,182.0
1989-08-25,97,5,159.7
1989-08-26,127,6,161.0
1989-08-27,293,26,159.6
1989-08-28,213,22,174.1
1989-08-29,377,58,180.3
1989-08-30,243,17,192.0
1989-08-31,123,6,208.9
1989-09-01,153,8,223.8
1989-09-02,153,8,233.3
1989-09-03,143,8,243.0
1989-09-04,287,30,245.0
1989-09-05,253,21,273.3
1989-09-06,213,12,288.4
1989-09-07,263,22,303.4
1989-09-08,237,16,302.1
1989-09-09,190,11,311.5
1989-09-10,187,10,303.3
1989-09-11,60,3,299.3
1989-09-12,203,12,292.2
1989-09-13,177,9,249.3
1989-09-14,103,5,244.9
1989-09-15,350,42,226.0
1989-09-16,263,24,233.7
1989-09-17,130,7,216.2
1989-09-18,363,52,208.6
1989-09-19,377,70,197.0
1989-09-20,123,6,173.1
1989-09-21,160,8,161.8
1989-09-22,283,23,159.3
1989-09-23,90,4,157.5
1989-09-24,137,7,157.0
1989-09-25,97,5,166.8
1989-09-26,353,54,182.2
1989-09-27,133,8,199.4
1989-09-28,150,8,194.3
1989-09-29,163,8,204.7
1989-09-30,197,12,202.0
1989-10-01,220,13,198.4
1989-10-02,167,9,208.5
1989-10-03,193,12,222.4
1989-10-04,130,6,234.1
1989-10-05,100,5,223.2
1989-10-06,187,10,220.5
1989-10-07,210,12,225.7
1989-10-08,167,9,210.1
1989-10-09,193,11,201.9
1989-10-10,207,12,195.5
1989-10-11,147,7,191.5
1989-10-12,163,8,203.2
1989-10-13,20,1,224.2
1989-10-14,13,1,225.9
1989-10-15,80,4,225.4
1989-10-16,187,10,237.0
1989-10-17,210,12,225.3
1989-10-18,243,17,221.3
1989-10-19,273,24,214.7
1989-10-20,470,112,205.4
1989-10-21,570,146,206.2
1989-10-22,403,51,217.8
1989-10-23,257,22,210.4
1989-10-24,253,17,214.2
1989-10-25,250,23,183.3
1989-10-26,280,24,171.7
1989-10-27,250,17,176.9
1989-10-28,170,9,173.0
1989-10-29,213,13,172.0
1989-10-30,287,23,186.3
1989-10-31,213,14,202.0
1989-11-01,160,8,211.4
1989-11-02,260,21,216.0
1989-11-03,310,26,217.6
1989-11-04,307,28,223.9
1989-11-05,267,19,235.4
1989-11-06,203,11,255.3
1989-11-07,263,19,207.3
1989-11-08,227,15,270.9
1989-11-09,290,25,257.2
1989-11-10,190,10,246.3
1989-11-11,263,18,249.1
1989-11-12,177,10,253.5
1989-11-13,380,43,240.3
1989-11-14,207,14,243.0
1989-11-15,110,6,216.5
1989-11-16,113,5,216.2
1989-11-17,477,109,215.0
1989-11-18,320,45,221.6
1989-11-19,163,8,229.2
1989-11-20,177,8,223.7
1989-11-21,177,12,229.4
1989-11-22,123,6,222.0
1989-11-23,113,6,213.4
1989-11-24,163,8,208.8
1989-11-25,33,2,216.0
1989-11-26,173,11,234.3
1989-11-27,230,16,239.4
1989-11-28,320,28,231.3
1989-11-29,270,19,215.1
1989-11-30,277,20,240.9
1989-12-01,347,38,223.7
1989-12-02,273,22,213.7
1989-12-03,310,26,205.6
1989-12-04,320,31,212.9
1989-12-05,183,14,209.7
1989-12-06,107,5,209.7
1989-12-07,183,10,221.5
1989-12-08,130,6,203.6
1989-12-09,87,4,194.6
1989-12-10,47,3,177.1
1989-12-11,120,6,171.7
1989-12-12,150,8,164.9
1989-12-13,133,7,163.2
1989-12-14,173,12,161.8
1989-12-15,187,10,165.5
1989-12-16,233,16,164.1
1989-12-17,200,11,176.0
1989-12-18,157,7,185.9
1989-12-19,127,6,188.2
1989-12-20,130,6,189.3
1989-12-21,157,8,189.9
1989-12-22,297,26,199.9
1989-12-23,230,15,213.8
1989-12-24,270,20,231.0
1989-12-25,243,16,248.0
1989-12-26,270,22,252.6
1989-12-27,307,25,274.8
1989-12-28,173,10,246.4
1989-12-29,363,50,242.7
1989-12-30,330,30,258.2
1989-12-31,337,35,236.7
1990-01-01,247,16,209.3
1990-01-02,240,17,208.6
1990-01-03,210,15,192.5
1990-01-04,197,12,189.2
1990-01-05,250,17,187.1
1990-01-06,147,7,180.9
1990-01-07,113,6,177.1
1990-01-08,173,11,170.9
1990-01-09,210,14,160.6
1990-01-10,243,16,167.2
1990-01-11,267,18,169.5
1990-01-12,240,15,170.0
1990-01-13,177,9,167.0
1990-01-14,147,8,165.9
1990-01-15,170,9,184.9
1990-01-16,167,10,187.6
1990-01-17,170,9,186.8
1990-01-18,167,8,217.2
1990-01-19,70,4,233.1
1990-01-20,227,14,238.2
1990-01-21,250,17,250.8
1990-01-22,267,19,233.7
1990-01-23,277,20,233.6
1990-01-24,337,32,239.8
1990-01-25,253,19,234.6
1990-01-26,177,10,238.8
1990-01-27,70,4,232.2
1990-01-28,133,7,230.1
1990-01-29,300,24,227.8
1990-01-30,290,24,211.4
1990-01-31,257,18,209.3
1990-02-01,270,22,200.8
1990-02-02,310,25,177.8
1990-02-03,163,8,157.9
1990-02-04,303,28,154.8
1990-02-05,293,24,150.9
1990-02-06,157,10,147.5
1990-02-07,287,25,144.3
1990-02-08,127,8,142.2
1990-02-09,127,7,142.0
1990-02-10,157,8,148.5
1990-02-11,183,10,134.9
1990-02-12,117,6,140.0
1990-02-13,127,9,142.8
1990-02-14,280,30,149.5
1990-02-15,310,36,148.8
1990-02-16,377,50,148.8
1990-02-17,333,33,151.6
1990-02-18,293,23,161.1
1990-02-19,340,33,180.3
1990-02-20,363,38,189.5
1990-02-21,247,16,211.9
1990-02-22,273,21,215.7
1990-02-23,350,36,216.6
1990-02-24,323,29,231.5
1990-02-25,327,29,225.3
1990-02-26,267,19,213.3
1990-02-27,300,26,224.1
1990-02-28,317,31,222.0
1990-03-01,277,20,200.0
1990-03-02,233,14,192.7
1990-03-03,190,10,176.3
1990-03-04,127,6,168.9
1990-03-05,187,11,161.7
1990-03-06,260,21,163.8
1990-03-07,163,8,168.1
1990-03-08,187,10,157.1
1990-03-09,160,8,150.9
1990-03-10,153,8,149.0
1990-03-11,220,14,142.5
1990-03-12,320,42,146.1
1990-03-13,303,29,146.3
1990-03-14,293,26,149.8
1990-03-15,193,11,164.2
1990-03-16,147,7,178.1
1990-03-17,53,3,182.0
1990-03-18,310,35,196.4
1990-03-19,197,16,216.3
1990-03-20,297,30,223.9
1990-03-21,460,76,227.6
1990-03-22,323,28,243.1
1990-03-23,327,29,245.3
1990-03-24,263,18,231.3
1990-03-25,357,39,223.9
1990-03-26,367,41,226.9
1990-03-27,340,34,215.1
1990-03-28,300,24,206.0
1990-03-29,300,27,184.1
1990-03-30,403,69,186.5
1990-03-31,160,7,172.8
1990-04-01,127,6,159.2
1990-04-02,197,11,153.3
1990-04-03,250,17,151.6
1990-04-04,183,10,148.6
1990-04-05,173,10,156.5
1990-04-06,150,7,150.2
1990-04-07,167,8,155.0
1990-04-08,133,6,152.3
1990-04-09,320,34,146.8
1990-04-10,527,124,149.3
1990-04-11,423,64,160.8
1990-04-12,497,99,169.9
1990-04-13,363,38,195.5
1990-04-14,387,45,215.7
1990-04-15,280,24,222.9
1990-04-16,190,10,226.3
1990-04-17,357,40,236.7
1990-04-18,280,24,243.0
1990-04-19,167,9,244.2
1990-04-20,247,18,257.1
1990-04-21,177,13,239.6
1990-04-22,230,16,232.8
1990-04-23,347,37,226.3
1990-04-24,307,30,217.4
1990-04-25,270,19,198.3
1990-04-26,203,16,188.9
1990-04-27,237,15,169.8
1990-04-28,273,20,152.7
1990-04-29,320,30,140.9
1990-04-30,243,19,136.9
1990-05-01,167,8,129.0
1990-05-02,177,10,129.2
1990-05-03,253,18,125.2
1990-05-04,213,12,123.6
1990-05-05,180,10,130.6
1990-05-06,117,5,151.0
1990-05-07,137,7,155.5
1990-05-08,193,11,170.7
1990-05-09,243,16,174.6
1990-05-10,333,33,195.4
1990-05-11,290,24,205.4
1990-05-12,127,7,215.2
1990-05-13,173,11,225.8
1990-05-14,63,3,224.2
1990-05-15,113,5,246.6
1990-05-16,47,3,251.5
1990-05-17,87,4,248.9
1990-05-18,300,31,271.8
1990-05-19,257,18,280.0
1990-05-20,267,20,272.5
1990-05-21,263,22,259.2
1990-05-22,337,32,250.0
1990-05-23,193,11,239.5
1990-05-24,133,8,209.2
1990-05-25,273,20,189.1
1990-05-26,360,47,186.3
1990-05-27,350,45,164.6
1990-05-28,147,7,159.3
1990-05-29,187,10,144.8
1990-05-30,290,23,142.5
1990-05-31,203,11,142.5
1990-06-01,187,10,140.6
1990-06-02,127,6,141.2
1990-06-03,130,6,146.1
1990-06-04,110,5,148.1
1990-06-05,110,5,153.7
1990-06-06,200,10,161.4
1990-06-07,280,22,183.6
1990-06-08,250,16,195.5
1990-06-09,323,32,203.9
1990-06-10,243,17,207.5
1990-06-11,207,11,217.2
1990-06-12,440,89,221.8
1990-06-13,433,70,208.8
1990-06-14,433,79,206.8
1990-06-15,180,9,196.3
1990-06-16,93,5,189.9
1990-06-17,47,3,187.5
1990-06-18,187,10,169.5
1990-06-19,123,6,163.5
1990-06-20,40,2,161.2
1990-06-21,103,5,155.8
1990-06-22,117,6,145.2
1990-06-23,133,7,139.1
1990-06-24,163,8,143.8
1990-06-25,153,7,149.3
1990-06-26,147,7,154.5
1990-06-27,173,12,173.4
1990-06-28,147,7,187.7
1990-06-29,153,8,210.8
1990-06-30,70,4,226.6
1990-07-01,110,5,248.3
1990-07-02,133,6,276.6
1990-07-03,137,7,253.8
1990-07-04,150,8,238.3
1990-07-05,183,10,231.6
1990-07-06,137,7,221.8
1990-07-07,120,6,215.7
1990-07-08,190,10,189.6
1990-07-09,110,5,170.9
1990-07-10,203,14,164.0
1990-07-11,137,7,160.2
1990-07-12,157,8,160.9
1990-07-13,213,13,161.5
1990-07-14,197,12,155.4
1990-07-15,170,8,149.1
1990-07-16,130,7,146.5
1990-07-17,110,6,147.6
1990-07-18,150,8,144.7
1990-07-19,240,16,145.3
1990-07-20,247,16,154.0
1990-07-21,143,7,159.2
1990-07-22,130,6,166.0
1990-07-23,83,4,180.4
1990-07-24,83,4,186.6
1990-07-25,77,4,213.6
1990-07-26,160,14,209.9
1990-07-27,173,9,197.2
1990-07-28,483,102,193.1
1990-07-29,450,75,180.3
1990-07-30,203,12,188.3
1990-07-31,120,6,183.4
1990-08-01,273,26,199.0
1990-08-02,170,9,208.6
1990-08-03,197,11,192.4
1990-08-04,130,6,191.2
1990-08-05,103,5,180.8
1990-08-06,170,9,174.6
1990-08-07,150,7,172.1
1990-08-08,113,6,184.8
1990-08-09,113,5,183.2
1990-08-10,123,6,186.3
1990-08-11,170,9,187.1
1990-08-12,140,7,188.2
1990-08-13,207,12,192.5
1990-08-14,253,19,188.2
1990-08-15,290,26,199.6
1990-08-16,300,25,211.0
1990-08-17,230,15,228.4
1990-08-18,207,12,246.1
1990-08-19,230,14,268.0
1990-08-20,260,19,288.7
1990-08-21,330,38,298.3
1990-08-22,400,49,322.8
1990-08-23,460,77,322.7
1990-08-24,267,24,329.2
1990-08-25,130,6,303.9
1990-08-26,403,63,285.1
1990-08-27,233,15,269.2
1990-08-28,130,6,250.2
1990-08-29,190,11,225.2
1990-08-30,297,26,210.4
1990-08-31,227,16,182.9
1990-09-01,247,26,171.4
1990-09-02,33,2,168.9
1990-09-03,73,4,162.6
1990-09-04,147,8,158.2
1990-09-05,200,11,157.5
1990-09-06,210,12,157.6
1990-09-07,223,14,165.1
1990-09-08,170,8,163.5
1990-09-09,187,10,170.4
1990-09-10,170,11,171.2
1990-09-11,303,25,180.6
1990-09-12,267,19,193.3
1990-09-13,260,19,198.0
1990-09-14,270,19,209.4
1990-09-15,283,22,207.3
1990-09-16,283,23,205.2
1990-09-17,217,12,210.7
1990-09-18,260,19,207.5
1990-09-19,237,16,213.8
1990-09-20,200,16,204.0
1990-09-21,237,15,203.2
1990-09-22,273,20,195.3
1990-09-23,203,13,185.4
1990-09-24,213,13,178.7
1990-09-25,193,11,167.1
1990-09-26,207,12,159.6
1990-09-27,157,8,152.6
1990-09-28,160,9,152.1
1990-09-29,140,7,150.1
1990-09-30,93,5,157.8
1990-10-01,43,2,160.5
1990-10-02,107,5,162.8
1990-10-03,177,10,177.4
1990-10-04,240,16,186.8
1990-10-05,183,10,170.0
1990-10-06,210,12,170.0
1990-10-07,160,8,169.3
1990-10-08,83,4,175.9
1990-10-09,190,12,183.9
1990-10-10,373,48,194.7
1990-10-11,373,42,205.1
1990-10-12,333,31,200.6
1990-10-13,247,16,209.4
1990-10-14,250,17,220.6
1990-10-15,303,26,231.6
1990-10-16,190,10,224.6
1990-10-17,97,5,193.7
1990-10-18,107,5,198.2
1990-10-19,170,9,214.2
1990-10-20,270,23,201.7
1990-10-21,183,11,188.7
1990-10-22,173,10,167.9
1990-10-23,160,10,164.0
1990-10-24,293,25,157.5
1990-10-25,163,9,161.8
1990-10-26,170,10,153.5
1990-10-27,153,8,162.5
1990-10-28,77,4,150.9
1990-10-29,160,10,155.9
1990-10-30,243,20,151.1
1990-10-31,303,25,141.6
1990-11-01,170,9,141.6
1990-11-02,180,10,138.5
1990-11-03,130,6,150.2
1990-11-04,50,3,154.7
1990-11-05,27,2,169.7
1990-11-06,33,2,196.4
1990-11-07,117,6,214.3
1990-11-08,163,8,211.8
1990-11-09,210,12,210.2
1990-11-10,210,12,191.1
1990-11-11,200,12,195.0
1990-11-12,100,5,191.0
1990-11-13,60,3,181.5
1990-11-14,23,1,198.0
1990-11-15,60,3,207.3
1990-11-16,257,17,207.3
1990-11-17,247,16,217.1
1990-11-18,237,15,198.9
1990-11-19,183,10,191.2
1990-11-20,133,7,186.8
1990-11-21,180,10,177.6
1990-11-22,53,3,177.4
1990-11-23,83,4,171.7
1990-11-24,40,2,167.2
1990-11-25,93,4,162.3
1990-11-26,163,9,153.2
1990-11-27,360,45,155.0
1990-11-28,243,18,167.1
1990-11-29,100,5,163.2
1990-11-30,167,8,169.6
1990-12-01,97,5,172.6
1990-12-02,97,5,178.0
1990-12-03,123,6,187.6
1990-12-04,253,17,199.3
1990-12-05,213,13,207.0
1990-12-06,147,7,221.0
1990-12-07,93,4,222.0
1990-12-08,153,8,223.6
1990-12-09,113,5,230.3
1990-12-10,33,2,233.4
1990-12-11,37,2,233.4
1990-12-12,123,7,228.0
1990-12-13,213,15,219.5
1990-12-14,143,8,195.3
1990-12-15,127,6,193.2
1990-12-16,167,8,186.2
1990-12-17,123,6,192.5
1990-12-18,97,5,201.6
1990-12-19,37,2,191.2
1990-12-20,150,8,181.6
1990-12-21,67,3,185.8
1990-12-22,60,3,178.1
1990-12-23,127,7,185.6
1990-12-24,223,15,184.9
1990-12-25,190,10,185.0
1990-12-26,70,4,188.1
1990-12-27,117,6,191.9
1990-12-28,83,4,192.4
1990-12-29,70,4,195.5
1990-12-30,203,12,189.6
1990-12-31,160,9,180.6
1991-01-01,117,8,180.6
1991-01-02,193,10,175.8
1991-01-03,187,11,170.0
1991-01-04,153,8,170.2
1991-01-05,157,8,172.9
1991-01-06,67,4,179.7
1991-01-07,50,3,199.6
1991-01-08,170,8,207.9
1991-01-09,153,8,209.1
1991-01-10,170,9,214.6
1991-01-11,150,7,209.4
1991-01-12,253,19,201.6
1991-01-13,197,12,190.5
1991-01-14,70,4,184.5
1991-01-15,203,12,184.6
1991-01-16,143,7,181.8
1991-01-17,193,11,202.0
1991-01-18,190,10,196.8
1991-01-19,67,4,192.3
1991-01-20,97,5,197.5
1991-01-21,80,4,195.9
1991-01-22,73,4,217.5
1991-01-23,113,6,216.0
1991-01-24,283,22,236.8
1991-01-25,207,13,260.9
1991-01-26,187,11,276.9
1991-01-27,130,7,293.8
1991-01-28,107,5,313.8
1991-01-29,87,4,344.5
1991-01-30,80,4,359.2
1991-01-31,223,14,348.6
1991-02-01,293,28,307.3
1991-02-02,163,12,289.3
1991-02-03,103,5,258.4
1991-02-04,107,6,239.2
1991-02-05,170,8,216.5
1991-02-06,120,6,198.7
1991-02-07,190,10,192.7
1991-02-08,227,14,192.7
1991-02-09,240,17,174.0
1991-02-10,157,8,169.5
1991-02-11,243,16,176.5
1991-02-12,213,13,181.6
1991-02-13,197,11,182.2
1991-02-14,163,8,184.0
1991-02-15,167,9,191.9
1991-02-16,100,5,200.4
1991-02-17,73,4,210.2
1991-02-18,70,4,259.6
1991-02-19,147,8,269.8
1991-02-20,130,6,283.8
1991-02-21,160,8,299.2
1991-02-22,220,14,302.6
1991-02-23,280,21,311.5
1991-02-24,123,6,313.1
1991-02-25,183,11,288.4
1991-02-26,160,8,271.8
1991-02-27,170,9,248.7
1991-02-28,263,18,228.0
1991-03-01,220,13,216.5
1991-03-02,180,9,207.5
1991-03-03,130,6,206.4
1991-03-04,167,9,218.9
1991-03-05,287,22,208.1
1991-03-06,293,24,206.7
1991-03-07,303,24,214.5
1991-03-08,253,17,209.1
1991-03-09,300,25,215.7
1991-03-10,230,21,222.8
1991-03-11,93,4,221.9
1991-03-12,250,17,228.7
1991-03-13,253,27,239.1
1991-03-14,133,7,241.6
1991-03-15,110,6,242.2
1991-03-16,127,8,258.5
1991-03-17,223,13,245.4
1991-03-18,137,9,274.8
1991-03-19,200,12,264.9
1991-03-20,197,12,254.2
1991-03-21,260,26,253.1
1991-03-22,263,20,257.7
1991-03-23,197,11,233.4
1991-03-24,540,161,260.5
1991-03-25,530,130,235.2
1991-03-26,520,114,229.4
1991-03-27,340,31,203.0
1991-03-28,263,20,197.7
1991-03-29,87,4,192.9
1991-03-30,300,26,201.3
1991-03-31,160,9,194.7
1991-04-01,323,29,192.8
1991-04-02,287,22,189.1
1991-04-03,353,37,195.9
1991-04-04,370,50,195.1
1991-04-05,240,15,196.7
1991-04-06,223,14,199.9
1991-04-07,193,10,192.6
1991-04-08,127,6,182.8
1991-04-09,187,10,204.2
1991-04-10,157,8,223.6
1991-04-11,100,5,231.5
1991-04-12,203,13,254.4
1991-04-13,110,5,242.6
1991-04-14,130,6,269.3
1991-04-15,127,6,263.1
1991-04-16,103,5,269.1
1991-04-17,213,13,254.2
1991-04-18,210,12,239.1
1991-04-19,213,14,232.0
1991-04-20,77,4,235.3
1991-04-21,130,6,181.6
1991-04-22,160,8,168.7
1991-04-23,147,8,149.0
1991-04-24,187,11,137.4
1991-04-25,233,17,138.1
1991-04-26,193,12,138.3
1991-04-27,287,24,144.6
1991-04-28,337,33,158.4
1991-04-29,423,59,161.0
1991-04-30,340,34,161.7
1991-05-01,317,27,163.6
1991-05-02,383,45,159.6
1991-05-03,240,16,159.5
1991-05-04,173,9,165.8
1991-05-05,113,5,183.2
1991-05-06,100,5,207.2
1991-05-07,120,6,215.3
1991-05-08,180,10,235.6
1991-05-09,197,12,230.1
1991-05-10,180,9,237.0
1991-05-11,63,3,234.5
1991-05-12,83,4,253.7
1991-05-13,293,27,219.7
1991-05-14,320,33,212.8
1991-05-15,150,8,197.7
1991-05-16,183,15,193.4
1991-05-17,297,35,176.2
1991-05-18,67,4,174.2
1991-05-19,80,4,162.7
1991-05-20,73,4,151.8
1991-05-21,137,7,153.0
1991-05-22,250,17,151.9
1991-05-23,277,21,158.6
1991-05-24,300,26,162.8
1991-05-25,343,35,178.8
1991-05-26,290,23,191.4
1991-05-27,283,21,202.9
1991-05-28,323,31,221.4
1991-05-29,277,22,231.1
1991-05-30,213,12,213.5
1991-05-31,377,52,230.7
1991-06-01,417,74,224.9
1991-06-02,417,60,243.1
1991-06-03,230,16,226.8
1991-06-04,353,58,245.6
1991-06-05,623,196,258.1
1991-06-06,360,49,241.3
1991-06-07,310,27,236.6
1991-06-08,293,26,250.7
1991-06-09,407,58,245.3
1991-06-10,513,119,246.2
1991-06-11,483,88,242.8
1991-06-12,433,66,236.8
1991-06-13,527,120,224.7
1991-06-14,150,8,207.2
1991-06-15,210,13,203.1
1991-06-16,100,5,190.5
1991-06-17,397,67,182.1
1991-06-18,307,26,178.7
1991-06-19,327,28,180.7
1991-06-20,223,14,171.7
1991-06-21,303,25,175.1
1991-06-22,263,18,175.4
1991-06-23,380,47,166.6
1991-06-24,333,31,173.9
1991-06-25,303,24,178.8
1991-06-26,290,22,191.3
1991-06-27,190,10,206.3
1991-06-28,180,9,217.5
1991-06-29,107,5,234.4
1991-06-30,283,21,243.6
1991-07-01,193,11,250.3
1991-07-02,273,21,251.8
1991-07-03,327,29,257.3
1991-07-04,200,13,255.4
1991-07-05,87,4,259.5
1991-07-06,153,8,240.8
1991-07-07,137,7,226.1
1991-07-08,387,68,211.2
1991-07-09,507,117,200.6
1991-07-10,247,19,200.2
1991-07-11,270,20,202.3
1991-07-12,307,28,209.9
1991-07-13,533,134,202.3
1991-07-14,453,75,194.8
1991-07-15,193,12,192.0
1991-07-16,243,22,172.6
1991-07-17,363,41,163.9
1991-07-18,263,21,194.8
1991-07-19,360,40,184.1
1991-07-20,320,28,205.3
1991-07-21,337,32,221.6
1991-07-22,290,23,230.2
1991-07-23,223,14,234.0
1991-07-24,143,6,240.8
1991-07-25,200,11,237.5
1991-07-26,97,5,226.6
1991-07-27,133,8,219.5
1991-07-28,113,6,219.4
1991-07-29,130,6,226.6
1991-07-30,160,8,228.4
1991-07-31,123,6,225.9
1991-08-01,303,36,232.0
1991-08-02,393,52,213.2
1991-08-03,367,42,219.4
1991-08-04,377,44,198.8
1991-08-05,333,32,179.4
1991-08-06,317,32,171.4
1991-08-07,207,16,170.0
1991-08-08,193,11,163.5
1991-08-09,237,15,154.6
1991-08-10,167,8,145.7
1991-08-11,293,24,142.4
1991-08-12,397,64,150.7
1991-08-13,160,8,159.5
1991-08-14,210,19,179.6
1991-08-15,360,36,220.4
1991-08-16,267,19,270.7
1991-08-17,280,21,277.7
1991-08-18,277,26,290.5
1991-08-19,420,74,296.6
1991-08-20,400,67,293.1
1991-08-21,353,41,291.8
1991-08-22,360,48,291.5
1991-08-23,200,13,277.0
1991-08-24,197,11,255.4
1991-08-25,183,10,243.4
1991-08-26,173,8,214.7
1991-08-27,310,37,200.4
1991-08-28,240,16,193.7
1991-08-29,203,14,199.2
1991-08-30,370,49,199.4
1991-08-31,390,52,185.2
1991-09-01,393,47,179.1
1991-09-02,293,28,184.3
1991-09-03,237,16,178.1
1991-09-04,207,12,173.8
1991-09-05,277,21,166.2
1991-09-06,227,14,179.0
1991-09-07,223,14,177.1
1991-09-08,277,22,199.0
1991-09-09,383,49,183.3
1991-09-10,337,37,187.2
1991-09-11,280,22,179.9
1991-09-12,173,8,185.4
1991-09-13,217,13,187.1
1991-09-14,310,26,183.4
1991-09-15,160,9,182.1
1991-09-16,143,7,176.1
1991-09-17,110,5,178.6
1991-09-18,107,6,182.9
1991-09-19,187,10,173.9
1991-09-20,153,8,171.1
1991-09-21,93,5,178.0
1991-09-22,150,7,189.0
1991-09-23,87,4,186.1
1991-09-24,137,7,180.9
1991-09-25,390,50,181.9
1991-09-26,363,37,201.6
1991-09-27,393,48,178.7
1991-09-28,370,40,176.3
1991-09-29,257,18,195.4
1991-09-30,303,24,200.3
1991-10-01,367,54,208.0
1991-10-02,440,67,220.9
1991-10-03,267,19,211.8
1991-10-04,337,35,212.6
1991-10-05,227,15,193.4
1991-10-06,263,23,181.9
1991-10-07,330,32,180.0
1991-10-08,360,41,178.7
1991-10-09,220,14,183.7
1991-10-10,320,30,179.2
1991-10-11,217,12,178.2
1991-10-12,127,6,187.2
1991-10-13,157,7,182.5
1991-10-14,150,8,186.1
1991-10-15,110,5,177.7
1991-10-16,93,4,180.3
1991-10-17,130,6,168.2
1991-10-18,200,11,156.5
1991-10-19,210,12,153.0
1991-10-20,280,22,155.5
1991-10-21,310,28,166.8
1991-10-22,287,22,182.7
1991-10-23,260,22,192.0
1991-10-24,293,23,228.0
1991-10-25,363,38,237.4
1991-10-26,340,32,248.1
1991-10-27,400,50,246.3
1991-10-28,487,98,267.5
1991-10-29,533,128,268.8
1991-10-30,327,34,258.0
1991-10-31,417,59,228.1
1991-11-01,493,109,226.8
1991-11-02,327,41,214.8
1991-11-03,250,17,183.1
1991-11-04,343,38,173.9
1991-11-05,300,27,172.6
1991-11-06,253,18,183.4
1991-11-07,210,12,190.0
1991-11-08,433,98,196.7
1991-11-09,513,119,193.6
1991-11-10,287,22,191.5
1991-11-11,260,20,193.6
1991-11-12,177,10,188.5
1991-11-13,210,13,177.4
1991-11-14,257,18,179.6
1991-11-15,323,30,169.4
1991-11-16,307,25,161.9
1991-11-17,287,22,160.8
1991-11-18,330,30,159.6
1991-11-19,420,56,154.6
1991-11-20,257,18,149.6
1991-11-21,420,65,141.5
1991-11-22,393,57,135.7
1991-11-23,343,33,133.0
1991-11-24,233,14,128.1
1991-11-25,200,11,130.9
1991-11-26,143,8,140.4
1991-11-27,150,7,148.9
1991-11-28,173,10,150.4
1991-11-29,230,16,156.6
1991-11-30,213,13,163.2
1991-12-01,190,10,167.6
1991-12-02,260,18,166.2
1991-12-03,217,12,177.7
1991-12-04,237,15,185.2
1991-12-05,170,9,186.3
1991-12-06,103,5,191.6
1991-12-07,127,6,202.9
1991-12-08,147,8,219.6
